,image,steering_angle,steering_angle_rounded
10000, IMG/left_2016_12_01_13_38_16_076.jpg,0.25,0.25
10001, IMG/right_2016_12_01_13_38_16_076.jpg,-0.25,-0.25
10002,IMG/center_2016_12_01_13_38_16_177.jpg,0.0,0.0
10003, IMG/left_2016_12_01_13_38_16_177.jpg,0.25,0.25
10004, IMG/right_2016_12_01_13_38_16_177.jpg,-0.25,-0.25
10005,IMG/center_2016_12_01_13_38_16_278.jpg,0.0,0.0
10006, IMG/left_2016_12_01_13_38_16_278.jpg,0.25,0.25
10007, IMG/right_2016_12_01_13_38_16_278.jpg,-0.25,-0.25
10008,IMG/center_2016_12_01_13_38_16_379.jpg,0.0,0.0
10009, IMG/left_2016_12_01_13_38_16_379.jpg,0.25,0.25
10010, IMG/right_2016_12_01_13_38_16_379.jpg,-0.25,-0.25
10011,IMG/center_2016_12_01_13_38_16_480.jpg,0.09046549999999999,0.09
10012, IMG/left_2016_12_01_13_38_16_480.jpg,0.3404655,0.34
10013, IMG/right_2016_12_01_13_38_16_480.jpg,-0.15953450000000002,-0.16
10014,IMG/center_2016_12_01_13_38_16_582.jpg,0.224425,0.22
10015, IMG/left_2016_12_01_13_38_16_582.jpg,0.474425,0.47
10016, IMG/right_2016_12_01_13_38_16_582.jpg,-0.025574999999999987,-0.03
10017,IMG/center_2016_12_01_13_38_16_683.jpg,0.3679529,0.37
10018, IMG/left_2016_12_01_13_38_16_683.jpg,0.6179529,0.62
10019, IMG/right_2016_12_01_13_38_16_683.jpg,0.11795290000000003,0.12
10020,IMG/center_2016_12_01_13_38_16_783.jpg,0.3679529,0.37
10021, IMG/left_2016_12_01_13_38_16_783.jpg,0.6179529,0.62
10022, IMG/right_2016_12_01_13_38_16_783.jpg,0.11795290000000003,0.12
10023,IMG/center_2016_12_01_13_38_16_884.jpg,0.3105417,0.31
10024, IMG/left_2016_12_01_13_38_16_884.jpg,0.5605416999999999,0.56
10025, IMG/right_2016_12_01_13_38_16_884.jpg,0.060541699999999976,0.06
10026,IMG/center_2016_12_01_13_38_16_986.jpg,0.21485639999999998,0.21
10027, IMG/left_2016_12_01_13_38_16_986.jpg,0.46485639999999995,0.46
10028, IMG/right_2016_12_01_13_38_16_986.jpg,-0.035143600000000025,-0.04
10029,IMG/center_2016_12_01_13_38_17_087.jpg,0.0,0.0
10030, IMG/left_2016_12_01_13_38_17_087.jpg,0.25,0.25
10031, IMG/right_2016_12_01_13_38_17_087.jpg,-0.25,-0.25
10032,IMG/center_2016_12_01_13_38_17_188.jpg,0.0,0.0
10033, IMG/left_2016_12_01_13_38_17_188.jpg,0.25,0.25
10034, IMG/right_2016_12_01_13_38_17_188.jpg,-0.25,-0.25
10035,IMG/center_2016_12_01_13_38_17_294.jpg,0.0,0.0
10036, IMG/left_2016_12_01_13_38_17_294.jpg,0.25,0.25
10037, IMG/right_2016_12_01_13_38_17_294.jpg,-0.25,-0.25
10038,IMG/center_2016_12_01_13_38_17_395.jpg,0.0,0.0
10039, IMG/left_2016_12_01_13_38_17_395.jpg,0.25,0.25
10040, IMG/right_2016_12_01_13_38_17_395.jpg,-0.25,-0.25
10041,IMG/center_2016_12_01_13_38_17_495.jpg,0.0,0.0
10042, IMG/left_2016_12_01_13_38_17_495.jpg,0.25,0.25
10043, IMG/right_2016_12_01_13_38_17_495.jpg,-0.25,-0.25
10044,IMG/center_2016_12_01_13_38_17_597.jpg,0.0,0.0
10045, IMG/left_2016_12_01_13_38_17_597.jpg,0.25,0.25
10046, IMG/right_2016_12_01_13_38_17_597.jpg,-0.25,-0.25
10047,IMG/center_2016_12_01_13_38_17_699.jpg,0.0,0.0
10048, IMG/left_2016_12_01_13_38_17_699.jpg,0.25,0.25
10049, IMG/right_2016_12_01_13_38_17_699.jpg,-0.25,-0.25
10050,IMG/center_2016_12_01_13_38_17_799.jpg,0.0,0.0
10051, IMG/left_2016_12_01_13_38_17_799.jpg,0.25,0.25
10052, IMG/right_2016_12_01_13_38_17_799.jpg,-0.25,-0.25
10053,IMG/center_2016_12_01_13_38_17_901.jpg,0.0,0.0
10054, IMG/left_2016_12_01_13_38_17_901.jpg,0.25,0.25
10055, IMG/right_2016_12_01_13_38_17_901.jpg,-0.25,-0.25
10056,IMG/center_2016_12_01_13_38_18_003.jpg,0.0,0.0
10057, IMG/left_2016_12_01_13_38_18_003.jpg,0.25,0.25
10058, IMG/right_2016_12_01_13_38_18_003.jpg,-0.25,-0.25
10059,IMG/center_2016_12_01_13_38_18_105.jpg,0.09046549999999999,0.09
10060, IMG/left_2016_12_01_13_38_18_105.jpg,0.3404655,0.34
10061, IMG/right_2016_12_01_13_38_18_105.jpg,-0.15953450000000002,-0.16
10062,IMG/center_2016_12_01_13_38_18_206.jpg,0.1287396,0.13
10063, IMG/left_2016_12_01_13_38_18_206.jpg,0.3787396,0.38
10064, IMG/right_2016_12_01_13_38_18_206.jpg,-0.12126039999999999,-0.12
10065,IMG/center_2016_12_01_13_38_18_306.jpg,0.1670138,0.17
10066, IMG/left_2016_12_01_13_38_18_306.jpg,0.4170138,0.42
10067, IMG/right_2016_12_01_13_38_18_306.jpg,-0.08298620000000001,-0.08
10068,IMG/center_2016_12_01_13_38_18_406.jpg,0.4349326,0.43
10069, IMG/left_2016_12_01_13_38_18_406.jpg,0.6849326,0.68
10070, IMG/right_2016_12_01_13_38_18_406.jpg,0.1849326,0.18
10071,IMG/center_2016_12_01_13_38_18_508.jpg,0.5114809,0.51
10072, IMG/left_2016_12_01_13_38_18_508.jpg,0.7614809,0.76
10073, IMG/right_2016_12_01_13_38_18_508.jpg,0.2614809,0.26
10074,IMG/center_2016_12_01_13_38_18_610.jpg,0.5880291999999999,0.59
10075, IMG/left_2016_12_01_13_38_18_610.jpg,0.8380291999999999,0.84
10076, IMG/right_2016_12_01_13_38_18_610.jpg,0.3380291999999999,0.34
10077,IMG/center_2016_12_01_13_38_18_712.jpg,0.5880291999999999,0.59
10078, IMG/left_2016_12_01_13_38_18_712.jpg,0.8380291999999999,0.84
10079, IMG/right_2016_12_01_13_38_18_712.jpg,0.3380291999999999,0.34
10080,IMG/center_2016_12_01_13_38_18_814.jpg,0.18615079999999998,0.19
10081, IMG/left_2016_12_01_13_38_18_814.jpg,0.43615079999999995,0.44
10082, IMG/right_2016_12_01_13_38_18_814.jpg,-0.06384920000000002,-0.06
10083,IMG/center_2016_12_01_13_38_18_915.jpg,0.18615079999999998,0.19
10084, IMG/left_2016_12_01_13_38_18_915.jpg,0.43615079999999995,0.44
10085, IMG/right_2016_12_01_13_38_18_915.jpg,-0.06384920000000002,-0.06
10086,IMG/center_2016_12_01_13_38_19_015.jpg,0.3583844,0.36
10087, IMG/left_2016_12_01_13_38_19_015.jpg,0.6083844,0.61
10088, IMG/right_2016_12_01_13_38_19_015.jpg,0.10838439999999999,0.11
10089,IMG/center_2016_12_01_13_38_19_117.jpg,0.3488158,0.35
10090, IMG/left_2016_12_01_13_38_19_117.jpg,0.5988158,0.6
10091, IMG/right_2016_12_01_13_38_19_117.jpg,0.09881580000000001,0.1
10092,IMG/center_2016_12_01_13_38_19_219.jpg,0.3583844,0.36
10093, IMG/left_2016_12_01_13_38_19_219.jpg,0.6083844,0.61
10094, IMG/right_2016_12_01_13_38_19_219.jpg,0.10838439999999999,0.11
10095,IMG/center_2016_12_01_13_38_19_321.jpg,0.3583844,0.36
10096, IMG/left_2016_12_01_13_38_19_321.jpg,0.6083844,0.61
10097, IMG/right_2016_12_01_13_38_19_321.jpg,0.10838439999999999,0.11
10098,IMG/center_2016_12_01_13_38_19_423.jpg,0.1478767,0.15
10099, IMG/left_2016_12_01_13_38_19_423.jpg,0.39787669999999997,0.4
10100, IMG/right_2016_12_01_13_38_19_423.jpg,-0.1021233,-0.1
10101,IMG/center_2016_12_01_13_38_19_524.jpg,0.0,0.0
10102, IMG/left_2016_12_01_13_38_19_524.jpg,0.25,0.25
10103, IMG/right_2016_12_01_13_38_19_524.jpg,-0.25,-0.25
10104,IMG/center_2016_12_01_13_38_19_624.jpg,0.0,0.0
10105, IMG/left_2016_12_01_13_38_19_624.jpg,0.25,0.25
10106, IMG/right_2016_12_01_13_38_19_624.jpg,-0.25,-0.25
10107,IMG/center_2016_12_01_13_38_19_725.jpg,0.0,0.0
10108, IMG/left_2016_12_01_13_38_19_725.jpg,0.25,0.25
10109, IMG/right_2016_12_01_13_38_19_725.jpg,-0.25,-0.25
10110,IMG/center_2016_12_01_13_38_19_825.jpg,0.0,0.0
10111, IMG/left_2016_12_01_13_38_19_825.jpg,0.25,0.25
10112, IMG/right_2016_12_01_13_38_19_825.jpg,-0.25,-0.25
10113,IMG/center_2016_12_01_13_38_19_926.jpg,0.0,0.0
10114, IMG/left_2016_12_01_13_38_19_926.jpg,0.25,0.25
10115, IMG/right_2016_12_01_13_38_19_926.jpg,-0.25,-0.25
10116,IMG/center_2016_12_01_13_38_20_027.jpg,0.0,0.0
10117, IMG/left_2016_12_01_13_38_20_027.jpg,0.25,0.25
10118, IMG/right_2016_12_01_13_38_20_027.jpg,-0.25,-0.25
10119,IMG/center_2016_12_01_13_38_20_129.jpg,0.0,0.0
10120, IMG/left_2016_12_01_13_38_20_129.jpg,0.25,0.25
10121, IMG/right_2016_12_01_13_38_20_129.jpg,-0.25,-0.25
10122,IMG/center_2016_12_01_13_38_20_231.jpg,0.0,0.0
10123, IMG/left_2016_12_01_13_38_20_231.jpg,0.25,0.25
10124, IMG/right_2016_12_01_13_38_20_231.jpg,-0.25,-0.25
10125,IMG/center_2016_12_01_13_38_20_332.jpg,0.100034,0.1
10126, IMG/left_2016_12_01_13_38_20_332.jpg,0.350034,0.35
10127, IMG/right_2016_12_01_13_38_20_332.jpg,-0.149966,-0.15
10128,IMG/center_2016_12_01_13_38_20_435.jpg,0.1765823,0.18
10129, IMG/left_2016_12_01_13_38_20_435.jpg,0.42658229999999997,0.43
10130, IMG/right_2016_12_01_13_38_20_435.jpg,-0.0734177,-0.07
10131,IMG/center_2016_12_01_13_38_20_535.jpg,0.2339935,0.23
10132, IMG/left_2016_12_01_13_38_20_535.jpg,0.48399349999999997,0.48
10133, IMG/right_2016_12_01_13_38_20_535.jpg,-0.016006500000000007,-0.02
10134,IMG/center_2016_12_01_13_38_20_636.jpg,0.2626991,0.26
10135, IMG/left_2016_12_01_13_38_20_636.jpg,0.5126991000000001,0.51
10136, IMG/right_2016_12_01_13_38_20_636.jpg,0.012699100000000019,0.01
10137,IMG/center_2016_12_01_13_38_20_736.jpg,0.2722676,0.27
10138, IMG/left_2016_12_01_13_38_20_736.jpg,0.5222675999999999,0.52
10139, IMG/right_2016_12_01_13_38_20_736.jpg,0.0222676,0.02
10140,IMG/center_2016_12_01_13_38_20_838.jpg,0.3009732,0.3
10141, IMG/left_2016_12_01_13_38_20_838.jpg,0.5509732,0.55
10142, IMG/right_2016_12_01_13_38_20_838.jpg,0.050973199999999996,0.05
10143,IMG/center_2016_12_01_13_38_20_939.jpg,0.1765823,0.18
10144, IMG/left_2016_12_01_13_38_20_939.jpg,0.42658229999999997,0.43
10145, IMG/right_2016_12_01_13_38_20_939.jpg,-0.0734177,-0.07
10146,IMG/center_2016_12_01_13_38_21_040.jpg,0.0,0.0
10147, IMG/left_2016_12_01_13_38_21_040.jpg,0.25,0.25
10148, IMG/right_2016_12_01_13_38_21_040.jpg,-0.25,-0.25
10149,IMG/center_2016_12_01_13_38_21_140.jpg,0.0,0.0
10150, IMG/left_2016_12_01_13_38_21_140.jpg,0.25,0.25
10151, IMG/right_2016_12_01_13_38_21_140.jpg,-0.25,-0.25
10152,IMG/center_2016_12_01_13_38_21_241.jpg,0.0,0.0
10153, IMG/left_2016_12_01_13_38_21_241.jpg,0.25,0.25
10154, IMG/right_2016_12_01_13_38_21_241.jpg,-0.25,-0.25
10155,IMG/center_2016_12_01_13_38_21_342.jpg,0.0,0.0
10156, IMG/left_2016_12_01_13_38_21_342.jpg,0.25,0.25
10157, IMG/right_2016_12_01_13_38_21_342.jpg,-0.25,-0.25
10158,IMG/center_2016_12_01_13_38_21_443.jpg,0.0,0.0
10159, IMG/left_2016_12_01_13_38_21_443.jpg,0.25,0.25
10160, IMG/right_2016_12_01_13_38_21_443.jpg,-0.25,-0.25
10161,IMG/center_2016_12_01_13_38_21_544.jpg,0.05219137,0.05
10162, IMG/left_2016_12_01_13_38_21_544.jpg,0.30219137,0.3
10163, IMG/right_2016_12_01_13_38_21_544.jpg,-0.19780862999999999,-0.2
10164,IMG/center_2016_12_01_13_38_21_645.jpg,0.061759900000000006,0.06
10165, IMG/left_2016_12_01_13_38_21_645.jpg,0.3117599,0.31
10166, IMG/right_2016_12_01_13_38_21_645.jpg,-0.1882401,-0.19
10167,IMG/center_2016_12_01_13_38_21_746.jpg,0.061759900000000006,0.06
10168, IMG/left_2016_12_01_13_38_21_746.jpg,0.3117599,0.31
10169, IMG/right_2016_12_01_13_38_21_746.jpg,-0.1882401,-0.19
10170,IMG/center_2016_12_01_13_38_21_847.jpg,0.061759900000000006,0.06
10171, IMG/left_2016_12_01_13_38_21_847.jpg,0.3117599,0.31
10172, IMG/right_2016_12_01_13_38_21_847.jpg,-0.1882401,-0.19
10173,IMG/center_2016_12_01_13_38_21_948.jpg,0.061759900000000006,0.06
10174, IMG/left_2016_12_01_13_38_21_948.jpg,0.3117599,0.31
10175, IMG/right_2016_12_01_13_38_21_948.jpg,-0.1882401,-0.19
10176,IMG/center_2016_12_01_13_38_22_050.jpg,0.1670138,0.17
10177, IMG/left_2016_12_01_13_38_22_050.jpg,0.4170138,0.42
10178, IMG/right_2016_12_01_13_38_22_050.jpg,-0.08298620000000001,-0.08
10179,IMG/center_2016_12_01_13_38_22_151.jpg,0.1670138,0.17
10180, IMG/left_2016_12_01_13_38_22_151.jpg,0.4170138,0.42
10181, IMG/right_2016_12_01_13_38_22_151.jpg,-0.08298620000000001,-0.08
10182,IMG/center_2016_12_01_13_38_22_253.jpg,0.1670138,0.17
10183, IMG/left_2016_12_01_13_38_22_253.jpg,0.4170138,0.42
10184, IMG/right_2016_12_01_13_38_22_253.jpg,-0.08298620000000001,-0.08
10185,IMG/center_2016_12_01_13_38_22_353.jpg,0.1670138,0.17
10186, IMG/left_2016_12_01_13_38_22_353.jpg,0.4170138,0.42
10187, IMG/right_2016_12_01_13_38_22_353.jpg,-0.08298620000000001,-0.08
10188,IMG/center_2016_12_01_13_38_22_454.jpg,0.15744520000000004,0.16
10189, IMG/left_2016_12_01_13_38_22_454.jpg,0.40744520000000006,0.41
10190, IMG/right_2016_12_01_13_38_22_454.jpg,-0.09255479999999996,-0.09
10191,IMG/center_2016_12_01_13_38_22_554.jpg,0.0,0.0
10192, IMG/left_2016_12_01_13_38_22_554.jpg,0.25,0.25
10193, IMG/right_2016_12_01_13_38_22_554.jpg,-0.25,-0.25
10194,IMG/center_2016_12_01_13_38_22_655.jpg,0.0,0.0
10195, IMG/left_2016_12_01_13_38_22_655.jpg,0.25,0.25
10196, IMG/right_2016_12_01_13_38_22_655.jpg,-0.25,-0.25
10197,IMG/center_2016_12_01_13_38_22_757.jpg,0.0,0.0
10198, IMG/left_2016_12_01_13_38_22_757.jpg,0.25,0.25
10199, IMG/right_2016_12_01_13_38_22_757.jpg,-0.25,-0.25
10200,IMG/center_2016_12_01_13_38_22_859.jpg,0.0,0.0
10201, IMG/left_2016_12_01_13_38_22_859.jpg,0.25,0.25
10202, IMG/right_2016_12_01_13_38_22_859.jpg,-0.25,-0.25
10203,IMG/center_2016_12_01_13_38_22_960.jpg,0.0,0.0
10204, IMG/left_2016_12_01_13_38_22_960.jpg,0.25,0.25
10205, IMG/right_2016_12_01_13_38_22_960.jpg,-0.25,-0.25
10206,IMG/center_2016_12_01_13_38_23_060.jpg,0.0,0.0
10207, IMG/left_2016_12_01_13_38_23_060.jpg,0.25,0.25
10208, IMG/right_2016_12_01_13_38_23_060.jpg,-0.25,-0.25
10209,IMG/center_2016_12_01_13_38_23_162.jpg,0.0,0.0
10210, IMG/left_2016_12_01_13_38_23_162.jpg,0.25,0.25
10211, IMG/right_2016_12_01_13_38_23_162.jpg,-0.25,-0.25
10212,IMG/center_2016_12_01_13_38_23_264.jpg,0.0,0.0
10213, IMG/left_2016_12_01_13_38_23_264.jpg,0.25,0.25
10214, IMG/right_2016_12_01_13_38_23_264.jpg,-0.25,-0.25
10215,IMG/center_2016_12_01_13_38_23_365.jpg,0.0,0.0
10216, IMG/left_2016_12_01_13_38_23_365.jpg,0.25,0.25
10217, IMG/right_2016_12_01_13_38_23_365.jpg,-0.25,-0.25
10218,IMG/center_2016_12_01_13_38_23_466.jpg,0.0,0.0
10219, IMG/left_2016_12_01_13_38_23_466.jpg,0.25,0.25
10220, IMG/right_2016_12_01_13_38_23_466.jpg,-0.25,-0.25
10221,IMG/center_2016_12_01_13_38_23_568.jpg,0.0,0.0
10222, IMG/left_2016_12_01_13_38_23_568.jpg,0.25,0.25
10223, IMG/right_2016_12_01_13_38_23_568.jpg,-0.25,-0.25
10224,IMG/center_2016_12_01_13_38_23_669.jpg,-0.05026283,-0.05
10225, IMG/left_2016_12_01_13_38_23_669.jpg,0.19973717,0.2
10226, IMG/right_2016_12_01_13_38_23_669.jpg,-0.30026283,-0.3
10227,IMG/center_2016_12_01_13_38_23_771.jpg,-0.0787459,-0.08
10228, IMG/left_2016_12_01_13_38_23_771.jpg,0.17125410000000002,0.17
10229, IMG/right_2016_12_01_13_38_23_771.jpg,-0.3287459,-0.33
10230,IMG/center_2016_12_01_13_38_23_872.jpg,-0.1262177,-0.13
10231, IMG/left_2016_12_01_13_38_23_872.jpg,0.12378230000000001,0.12
10232, IMG/right_2016_12_01_13_38_23_872.jpg,-0.3762177,-0.38
10233,IMG/center_2016_12_01_13_38_23_973.jpg,-0.135712,-0.14
10234, IMG/left_2016_12_01_13_38_23_973.jpg,0.114288,0.11
10235, IMG/right_2016_12_01_13_38_23_973.jpg,-0.385712,-0.39
10236,IMG/center_2016_12_01_13_38_24_074.jpg,-0.08824026,-0.09
10237, IMG/left_2016_12_01_13_38_24_074.jpg,0.16175973999999999,0.16
10238, IMG/right_2016_12_01_13_38_24_074.jpg,-0.33824026,-0.34
10239,IMG/center_2016_12_01_13_38_24_175.jpg,0.0,0.0
10240, IMG/left_2016_12_01_13_38_24_175.jpg,0.25,0.25
10241, IMG/right_2016_12_01_13_38_24_175.jpg,-0.25,-0.25
10242,IMG/center_2016_12_01_13_38_24_277.jpg,0.0,0.0
10243, IMG/left_2016_12_01_13_38_24_277.jpg,0.25,0.25
10244, IMG/right_2016_12_01_13_38_24_277.jpg,-0.25,-0.25
10245,IMG/center_2016_12_01_13_38_24_378.jpg,0.0,0.0
10246, IMG/left_2016_12_01_13_38_24_378.jpg,0.25,0.25
10247, IMG/right_2016_12_01_13_38_24_378.jpg,-0.25,-0.25
10248,IMG/center_2016_12_01_13_38_24_479.jpg,0.0,0.0
10249, IMG/left_2016_12_01_13_38_24_479.jpg,0.25,0.25
10250, IMG/right_2016_12_01_13_38_24_479.jpg,-0.25,-0.25
10251,IMG/center_2016_12_01_13_38_24_580.jpg,0.0,0.0
10252, IMG/left_2016_12_01_13_38_24_580.jpg,0.25,0.25
10253, IMG/right_2016_12_01_13_38_24_580.jpg,-0.25,-0.25
10254,IMG/center_2016_12_01_13_38_24_680.jpg,0.15744520000000004,0.16
10255, IMG/left_2016_12_01_13_38_24_680.jpg,0.40744520000000006,0.41
10256, IMG/right_2016_12_01_13_38_24_680.jpg,-0.09255479999999996,-0.09
10257,IMG/center_2016_12_01_13_38_24_781.jpg,0.1670138,0.17
10258, IMG/left_2016_12_01_13_38_24_781.jpg,0.4170138,0.42
10259, IMG/right_2016_12_01_13_38_24_781.jpg,-0.08298620000000001,-0.08
10260,IMG/center_2016_12_01_13_38_24_883.jpg,0.15744520000000004,0.16
10261, IMG/left_2016_12_01_13_38_24_883.jpg,0.40744520000000006,0.41
10262, IMG/right_2016_12_01_13_38_24_883.jpg,-0.09255479999999996,-0.09
10263,IMG/center_2016_12_01_13_38_24_984.jpg,0.13830820000000002,0.14
10264, IMG/left_2016_12_01_13_38_24_984.jpg,0.3883082,0.39
10265, IMG/right_2016_12_01_13_38_24_984.jpg,-0.11169179999999998,-0.11
10266,IMG/center_2016_12_01_13_38_25_085.jpg,0.0,0.0
10267, IMG/left_2016_12_01_13_38_25_085.jpg,0.25,0.25
10268, IMG/right_2016_12_01_13_38_25_085.jpg,-0.25,-0.25
10269,IMG/center_2016_12_01_13_38_25_186.jpg,0.0,0.0
10270, IMG/left_2016_12_01_13_38_25_186.jpg,0.25,0.25
10271, IMG/right_2016_12_01_13_38_25_186.jpg,-0.25,-0.25
10272,IMG/center_2016_12_01_13_38_25_287.jpg,0.0,0.0
10273, IMG/left_2016_12_01_13_38_25_287.jpg,0.25,0.25
10274, IMG/right_2016_12_01_13_38_25_287.jpg,-0.25,-0.25
10275,IMG/center_2016_12_01_13_38_25_388.jpg,-0.02177976,-0.02
10276, IMG/left_2016_12_01_13_38_25_388.jpg,0.22822024,0.23
10277, IMG/right_2016_12_01_13_38_25_388.jpg,-0.27177976,-0.27
10278,IMG/center_2016_12_01_13_38_25_489.jpg,-0.02177976,-0.02
10279, IMG/left_2016_12_01_13_38_25_489.jpg,0.22822024,0.23
10280, IMG/right_2016_12_01_13_38_25_489.jpg,-0.27177976,-0.27
10281,IMG/center_2016_12_01_13_38_25_590.jpg,-0.02177976,-0.02
10282, IMG/left_2016_12_01_13_38_25_590.jpg,0.22822024,0.23
10283, IMG/right_2016_12_01_13_38_25_590.jpg,-0.27177976,-0.27
10284,IMG/center_2016_12_01_13_38_25_691.jpg,-0.02177976,-0.02
10285, IMG/left_2016_12_01_13_38_25_691.jpg,0.22822024,0.23
10286, IMG/right_2016_12_01_13_38_25_691.jpg,-0.27177976,-0.27
10287,IMG/center_2016_12_01_13_38_25_792.jpg,-0.05026283,-0.05
10288, IMG/left_2016_12_01_13_38_25_792.jpg,0.19973717,0.2
10289, IMG/right_2016_12_01_13_38_25_792.jpg,-0.30026283,-0.3
10290,IMG/center_2016_12_01_13_38_25_893.jpg,-0.05026283,-0.05
10291, IMG/left_2016_12_01_13_38_25_893.jpg,0.19973717,0.2
10292, IMG/right_2016_12_01_13_38_25_893.jpg,-0.30026283,-0.3
10293,IMG/center_2016_12_01_13_38_25_994.jpg,-0.05026283,-0.05
10294, IMG/left_2016_12_01_13_38_25_994.jpg,0.19973717,0.2
10295, IMG/right_2016_12_01_13_38_25_994.jpg,-0.30026283,-0.3
10296,IMG/center_2016_12_01_13_38_26_094.jpg,-0.05026283,-0.05
10297, IMG/left_2016_12_01_13_38_26_094.jpg,0.19973717,0.2
10298, IMG/right_2016_12_01_13_38_26_094.jpg,-0.30026283,-0.3
10299,IMG/center_2016_12_01_13_38_26_196.jpg,0.0,0.0
10300, IMG/left_2016_12_01_13_38_26_196.jpg,0.25,0.25
10301, IMG/right_2016_12_01_13_38_26_196.jpg,-0.25,-0.25
10302,IMG/center_2016_12_01_13_38_26_299.jpg,0.5114809,0.51
10303, IMG/left_2016_12_01_13_38_26_299.jpg,0.7614809,0.76
10304, IMG/right_2016_12_01_13_38_26_299.jpg,0.2614809,0.26
10305,IMG/center_2016_12_01_13_38_26_399.jpg,0.1765823,0.18
10306, IMG/left_2016_12_01_13_38_26_399.jpg,0.42658229999999997,0.43
10307, IMG/right_2016_12_01_13_38_26_399.jpg,-0.0734177,-0.07
10308,IMG/center_2016_12_01_13_38_26_501.jpg,0.0,0.0
10309, IMG/left_2016_12_01_13_38_26_501.jpg,0.25,0.25
10310, IMG/right_2016_12_01_13_38_26_501.jpg,-0.25,-0.25
10311,IMG/center_2016_12_01_13_38_26_602.jpg,-0.08824026,-0.09
10312, IMG/left_2016_12_01_13_38_26_602.jpg,0.16175973999999999,0.16
10313, IMG/right_2016_12_01_13_38_26_602.jpg,-0.33824026,-0.34
10314,IMG/center_2016_12_01_13_38_26_704.jpg,-0.771834,-0.77
10315, IMG/left_2016_12_01_13_38_26_704.jpg,-0.521834,-0.52
10316, IMG/right_2016_12_01_13_38_26_704.jpg,-1.0218340000000001,-1.02
10317,IMG/center_2016_12_01_13_38_26_805.jpg,-0.9237437,-0.92
10318, IMG/left_2016_12_01_13_38_26_805.jpg,-0.6737437,-0.67
10319, IMG/right_2016_12_01_13_38_26_805.jpg,-1.1737437,-1.17
10320,IMG/center_2016_12_01_13_38_26_906.jpg,-0.8098114000000001,-0.81
10321, IMG/left_2016_12_01_13_38_26_906.jpg,-0.5598114000000001,-0.56
10322, IMG/right_2016_12_01_13_38_26_906.jpg,-1.0598114,-1.06
10323,IMG/center_2016_12_01_13_38_27_006.jpg,-0.26863309999999996,-0.27
10324, IMG/left_2016_12_01_13_38_27_006.jpg,-0.018633099999999958,-0.02
10325, IMG/right_2016_12_01_13_38_27_006.jpg,-0.5186331,-0.52
10326,IMG/center_2016_12_01_13_38_27_108.jpg,0.3105417,0.31
10327, IMG/left_2016_12_01_13_38_27_108.jpg,0.5605416999999999,0.56
10328, IMG/right_2016_12_01_13_38_27_108.jpg,0.060541699999999976,0.06
10329,IMG/center_2016_12_01_13_38_27_209.jpg,0.46363820000000006,0.46
10330, IMG/left_2016_12_01_13_38_27_209.jpg,0.7136382000000001,0.71
10331, IMG/right_2016_12_01_13_38_27_209.jpg,0.21363820000000006,0.21
10332,IMG/center_2016_12_01_13_38_27_310.jpg,0.47320680000000004,0.47
10333, IMG/left_2016_12_01_13_38_27_310.jpg,0.7232068,0.72
10334, IMG/right_2016_12_01_13_38_27_310.jpg,0.22320680000000004,0.22
10335,IMG/center_2016_12_01_13_38_27_411.jpg,0.47320680000000004,0.47
10336, IMG/left_2016_12_01_13_38_27_411.jpg,0.7232068,0.72
10337, IMG/right_2016_12_01_13_38_27_411.jpg,0.22320680000000004,0.22
10338,IMG/center_2016_12_01_13_38_27_511.jpg,0.2052879,0.21
10339, IMG/left_2016_12_01_13_38_27_511.jpg,0.45528789999999997,0.46
10340, IMG/right_2016_12_01_13_38_27_511.jpg,-0.044712100000000005,-0.04
10341,IMG/center_2016_12_01_13_38_27_612.jpg,0.0,0.0
10342, IMG/left_2016_12_01_13_38_27_612.jpg,0.25,0.25
10343, IMG/right_2016_12_01_13_38_27_612.jpg,-0.25,-0.25
10344,IMG/center_2016_12_01_13_38_27_712.jpg,-0.05026283,-0.05
10345, IMG/left_2016_12_01_13_38_27_712.jpg,0.19973717,0.2
10346, IMG/right_2016_12_01_13_38_27_712.jpg,-0.30026283,-0.3
10347,IMG/center_2016_12_01_13_38_27_813.jpg,-0.002791043,-0.0
10348, IMG/left_2016_12_01_13_38_27_813.jpg,0.247208957,0.25
10349, IMG/right_2016_12_01_13_38_27_813.jpg,-0.252791043,-0.25
10350,IMG/center_2016_12_01_13_38_27_914.jpg,-0.002791043,-0.0
10351, IMG/left_2016_12_01_13_38_27_914.jpg,0.247208957,0.25
10352, IMG/right_2016_12_01_13_38_27_914.jpg,-0.252791043,-0.25
10353,IMG/center_2016_12_01_13_38_28_016.jpg,-0.002791043,-0.0
10354, IMG/left_2016_12_01_13_38_28_016.jpg,0.247208957,0.25
10355, IMG/right_2016_12_01_13_38_28_016.jpg,-0.252791043,-0.25
10356,IMG/center_2016_12_01_13_38_28_117.jpg,-0.0787459,-0.08
10357, IMG/left_2016_12_01_13_38_28_117.jpg,0.17125410000000002,0.17
10358, IMG/right_2016_12_01_13_38_28_117.jpg,-0.3287459,-0.33
10359,IMG/center_2016_12_01_13_38_28_218.jpg,-0.505992,-0.51
10360, IMG/left_2016_12_01_13_38_28_218.jpg,-0.255992,-0.26
10361, IMG/right_2016_12_01_13_38_28_218.jpg,-0.755992,-0.76
